month,pnl_usd
2025-01-01,25205.00000000005
2025-02-01,35952.00000000001
2025-03-01,41137.000000000015
2025-04-01,90225.0
2025-05-01,14225.500000000033
2025-06-01,17970.99999999998
2025-07-01,37743.99999999998
2025-08-01,39803.0
2025-09-01,24261.5
2025-10-01,51630.500000000065
2025-11-01,26230.00000000001
2025-12-01,40618.5000000001
