month,pnl_usd
2025-01-01,34981.00000000006
2025-02-01,65231.99999999997
2025-03-01,64353.00000000007
2025-04-01,122306.99999999993
2025-05-01,32089.00000000008
2025-06-01,52443.99999999988
2025-07-01,48064.99999999994
2025-08-01,60349.999999999956
2025-09-01,36327.99999999995
2025-10-01,84192.00000000015
2025-11-01,40085.99999999999
2025-12-01,54281.00000000025
