period,total_pnl_usd,avg_monthly_usd,max_drawdown_usd,trades,win_rate,profit_factor,expectancy_usd,trade_sharpe,daily_sharpe,best_month_usd,worst_month_usd,positive_month_pct,median_month_usd,worst_trade_usd,worst_day_usd,max_loss_streak_trades,max_loss_streak_days,max_drawdown_pct,max_dd_duration_days
FULL,1119692.972701971,14929.239636026283,3378.0,7596,47.23538704581359,6.368725498738415,147.40560462111256,5.9550928872085995,12.97641766746386,41744.49741219646,-274.0,98.66666666666667,13874.020626418951,-2635.0,-3074.0,8,7,0.5314564109036457,19
OOS,1119692.972701971,14929.239636026283,3378.0,7596,47.23538704581359,6.368725498738415,147.40560462111256,5.9550928872085995,12.97641766746386,41744.49741219646,-274.0,98.66666666666667,13874.020626418951,-2635.0,-3074.0,8,7,0.5314564109036457,19
