period,total_pnl_usd,avg_monthly_usd,max_drawdown_usd,trades,win_rate,profit_factor,expectancy_usd,trade_sharpe,daily_sharpe,best_month_usd,worst_month_usd,positive_month_pct,median_month_usd,worst_trade_usd,worst_day_usd,max_loss_streak_trades,max_loss_streak_days,max_drawdown_pct,max_dd_duration_days
FULL,2349925.566573892,31332.340887651895,8370.0,7596,64.57345971563981,4.566149134455802,309.36355536781093,5.7832728544208205,11.74199404856014,103610.13341774775,-822.0,98.66666666666667,28932.28785617547,-8910.0,-8370.0,8,7,0.3857928623645387,19
OOS,2349925.566573892,31332.340887651895,8370.0,7596,64.57345971563981,4.566149134455802,309.36355536781093,5.7832728544208205,11.74199404856014,103610.13341774775,-822.0,98.66666666666667,28932.28785617547,-8910.0,-8370.0,8,7,0.3857928623645387,19
