entry_ts,exit_ts,direction,pnl_ticks
2025-01-02 15:36:00 UTC,2025-01-02 16:00:00 UTC,long,34.99999999999943
2025-01-02 15:36:00 UTC,2025-01-02 21:55:00 UTC,long,-6.999999999999318
2025-01-03 15:36:00 UTC,2025-01-03 16:00:00 UTC,long,9.999999999999432
2025-01-03 15:36:00 UTC,2025-01-03 21:55:00 UTC,long,42.00000000000017
2025-01-06 15:48:00 UTC,2025-01-06 16:12:00 UTC,short,15.000000000000568
2025-01-06 15:48:00 UTC,2025-01-06 21:55:00 UTC,short,83.99999999999892
2025-01-06 16:36:00 UTC,2025-01-06 21:55:00 UTC,short,83.99999999999892
2025-01-07 16:00:00 UTC,2025-01-07 16:24:00 UTC,long,-45.00000000000029
2025-01-07 16:00:00 UTC,2025-01-07 21:55:00 UTC,long,12.000000000000457
2025-01-08 15:36:00 UTC,2025-01-08 16:24:00 UTC,short,79.99999999999972
2025-01-08 15:36:00 UTC,2025-01-08 21:55:00 UTC,short,100.0
2025-01-09 15:36:00 UTC,2025-01-09 16:00:00 UTC,long,20.000000000000284
2025-01-09 15:36:00 UTC,2025-01-09 21:55:00 UTC,long,40.99999999999966
2025-01-10 15:36:00 UTC,2025-01-10 16:12:00 UTC,short,120.00000000000027
2025-01-10 15:36:00 UTC,2025-01-10 21:55:00 UTC,short,18.999999999999773
2025-01-13 15:36:00 UTC,2025-01-13 16:12:00 UTC,long,90.00000000000057
2025-01-13 15:36:00 UTC,2025-01-13 21:55:00 UTC,long,89.00000000000006
2025-01-14 15:36:00 UTC,2025-01-14 16:12:00 UTC,short,15.000000000000568
2025-01-14 16:36:00 UTC,2025-01-14 17:00:00 UTC,short,34.99999999999943
2025-01-14 15:36:00 UTC,2025-01-14 21:55:00 UTC,short,-9.000000000000341
2025-01-14 16:36:00 UTC,2025-01-14 21:55:00 UTC,short,-9.000000000000341
2025-01-15 15:36:00 UTC,2025-01-15 16:00:00 UTC,long,45.00000000000029
2025-01-15 15:36:00 UTC,2025-01-15 21:55:00 UTC,long,193.99999999999974
2025-01-16 15:36:00 UTC,2025-01-16 16:00:00 UTC,short,29.999999999999723
2025-01-16 15:36:00 UTC,2025-01-16 21:55:00 UTC,short,26.999999999999602
2025-01-17 15:36:00 UTC,2025-01-17 16:48:00 UTC,short,-45.00000000000029
2025-01-17 15:36:00 UTC,2025-01-17 21:55:00 UTC,short,-18.000000000000682
