Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account,Connection,
MNQ MAR26,Sell,1,16469.50,8/16/2022 11:40:00 AM,NT-00360-1711,Entry,1 S,NT-00384-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16253.75,8/11/2022 11:15:00 AM,NT-00359-1711,Exit,-,NT-00383-1711,PT,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16313.75,8/11/2022 11:05:00 AM,NT-00358-1711,Entry,1 S,NT-00382-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16217.50,8/10/2022 5:00:00 PM,NT-00357-1711,Exit,-,NT-00381-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16185.25,8/10/2022 11:20:00 AM,NT-00356-1711,Entry,1 L,NT-00380-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16051.00,8/5/2022 5:00:00 PM,NT-00355-1711,Exit,-,NT-00378-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15994.25,8/5/2022 11:25:00 AM,NT-00354-1711,Entry,1 L,NT-00377-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,16163.75,8/4/2022 5:00:00 PM,NT-00353-1711,Exit,-,NT-00376-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,16106.75,8/4/2022 12:05:00 PM,NT-00352-1711,Entry,1 S,NT-00375-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,15409.75,7/21/2022 5:00:00 PM,NT-00351-1711,Exit,-,NT-00373-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,15322.00,7/21/2022 11:10:00 AM,NT-00350-1711,Entry,1 S,NT-00372-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14753.50,7/18/2022 5:00:00 PM,NT-00349-1711,Exit,-,NT-00371-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14948.25,7/18/2022 1:25:00 PM,NT-00348-1711,Entry,1 S,NT-00370-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14644.00,7/14/2022 5:00:00 PM,NT-00347-1711,Exit,-,NT-00369-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14462.75,7/14/2022 11:15:00 AM,NT-00346-1711,Entry,1 S,NT-00368-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14616.25,7/12/2022 5:00:00 PM,NT-00345-1711,Exit,-,NT-00367-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14733.75,7/12/2022 11:20:00 AM,NT-00344-1711,Entry,1 S,NT-00366-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14739.25,7/6/2022 5:00:00 PM,NT-00343-1711,Exit,-,NT-00365-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14676.50,7/6/2022 11:25:00 AM,NT-00342-1711,Entry,1 L,NT-00364-1711,Long,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14386.75,7/4/2022 1:00:00 PM,NT-00341-1711,Exit,-,NT-00363-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14397.75,7/4/2022 11:15:00 AM,NT-00340-1711,Entry,1 S,NT-00362-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14449.50,7/1/2022 5:00:00 PM,NT-00339-1711,Exit,-,NT-00361-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14315.50,7/1/2022 11:15:00 AM,NT-00338-1711,Entry,1 S,NT-00360-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Buy,1,14346.50,6/30/2022 5:00:00 PM,NT-00337-1711,Exit,-,NT-00359-1711,Exit on session close,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14341.25,6/30/2022 11:15:00 AM,NT-00336-1711,Entry,1 S,NT-00358-1711,Short,$0.00,1,Backtest,,
MNQ MAR26,Sell,1,14528.50,6/29/2022 5:00:00 PM,NT-00335-1711,Exit,-,NT-00357-1711,Exit on session close,$0.00,1,Backtest,,
