month,pnl_usd
2025-01-01,31393.000000000087
2025-02-01,66092.00000000001
2025-03-01,58445.00000000003
2025-04-01,127420.99999999999
2025-05-01,21566.000000000055
2025-06-01,21839.999999999967
2025-07-01,53996.99999999997
2025-08-01,51354.00000000001
2025-09-01,34131.0
2025-10-01,78975.00000000012
2025-11-01,43638.000000000015
2025-12-01,58666.00000000016
