,0
mc_eval_expire_pct,0.0
mc_eval_fail_pct,19.597989949748744
mc_eval_mean_days_to_fail,2.076923076923077
mc_eval_mean_days_to_pass,1.89375
mc_eval_mean_max_dd_during_window_usd,4457.02512562814
mc_eval_median_days_to_fail,2.0
mc_eval_median_days_to_pass,2.0
mc_eval_p10_days_to_fail,1.0
mc_eval_p10_days_to_pass,1.0
mc_eval_p10_max_dd_during_window_usd,2318.0
mc_eval_p25_days_to_fail,1.0
mc_eval_p25_days_to_pass,1.0
mc_eval_p25_max_dd_during_window_usd,2318.0
mc_eval_p50_days_to_fail,2.0
mc_eval_p50_days_to_pass,2.0
mc_eval_p50_max_dd_during_window_usd,3141.9999999999927
mc_eval_p75_days_to_fail,3.0
mc_eval_p75_days_to_pass,2.0
mc_eval_p75_max_dd_during_window_usd,5968.000000000007
mc_eval_p90_days_to_fail,4.0
mc_eval_p90_days_to_pass,4.0
mc_eval_p90_max_dd_during_window_usd,10237.0
mc_eval_pass_pct,80.40201005025126
mc_eval_pct_runs_dd_within_85pct_of_trail,100.0
mc_eval_prob_pass_given_pass_or_bust_pct,80.40201005025126
obs_best_day_usd,29170.0
obs_observed_max_best_day_to_equity_ratio,0.045048940724427715
obs_worst_day_usd,-10236.999999999996
roll_rolling_bust_pct,19.597989949748744
roll_rolling_expire_pct,0.0
roll_rolling_fail_pct,19.597989949748744
roll_rolling_mean_days_to_fail,2.076923076923077
roll_rolling_mean_days_to_pass,1.89375
roll_rolling_mean_max_dd_during_window_usd,4457.02512562814
roll_rolling_median_days_to_fail,2.0
roll_rolling_median_days_to_pass,2.0
roll_rolling_p10_days_to_fail,1.0
roll_rolling_p10_days_to_pass,1.0
roll_rolling_p10_max_dd_during_window_usd,2318.0
roll_rolling_p25_days_to_fail,1.0
roll_rolling_p25_days_to_pass,1.0
roll_rolling_p25_max_dd_during_window_usd,2318.0
roll_rolling_p50_days_to_fail,2.0
roll_rolling_p50_days_to_pass,2.0
roll_rolling_p50_max_dd_during_window_usd,3141.9999999999927
roll_rolling_p75_days_to_fail,3.0
roll_rolling_p75_days_to_pass,2.0
roll_rolling_p75_max_dd_during_window_usd,5968.000000000007
roll_rolling_p90_days_to_fail,4.0
roll_rolling_p90_days_to_pass,4.0
roll_rolling_p90_max_dd_during_window_usd,10237.0
roll_rolling_pass_pct,80.40201005025126
roll_rolling_pct_windows_dd_within_85pct_of_trail,100.0
roll_rolling_windows,199.0
