entry_ts,exit_ts,direction,pnl_ticks
2023-02-09 12:00:00 UTC,2023-02-09 12:24:00 UTC,short,73.72027923973747
2023-02-10 12:00:00 UTC,2023-02-10 12:24:00 UTC,short,0.0
2023-02-13 12:00:00 UTC,2023-02-13 12:16:00 UTC,short,-21.48523845459522
2023-02-16 12:00:00 UTC,2023-02-16 16:55:00 UTC,long,-22.999999999999545
2023-02-17 12:00:00 UTC,2023-02-17 12:08:00 UTC,long,112.00000000000045
2023-02-20 12:00:00 UTC,2023-02-20 14:29:00 UTC,short,22.999999999999545
2023-02-21 12:00:00 UTC,2023-02-21 12:32:00 UTC,short,0.0
2023-02-22 12:00:00 UTC,2023-02-22 12:48:00 UTC,short,0.0
2023-02-23 12:00:00 UTC,2023-02-23 16:55:00 UTC,short,-0.9999999999990905
2023-02-27 12:40:00 UTC,2023-02-27 16:55:00 UTC,long,-17.999999999999545
2023-02-28 12:00:00 UTC,2023-02-28 12:08:00 UTC,long,110.0
2023-03-06 12:32:00 UTC,2023-03-06 16:55:00 UTC,short,16.99999999999818
2023-03-07 12:00:00 UTC,2023-03-07 12:08:00 UTC,short,97.99999999999955
2023-03-10 12:00:00 UTC,2023-03-10 16:55:00 UTC,long,129.0000000000009
2023-03-13 12:00:00 UTC,2023-03-13 16:55:00 UTC,long,95.0
2023-03-15 12:16:00 UTC,2023-03-15 16:55:00 UTC,long,-142.00000000000045
2023-03-16 12:00:00 UTC,2023-03-16 12:24:00 UTC,short,50.0
2023-03-17 12:00:00 UTC,2023-03-17 12:56:00 UTC,long,99.59324722800602
2023-03-20 12:00:00 UTC,2023-03-20 12:08:00 UTC,short,-38.185183698137735
2023-03-21 12:00:00 UTC,2023-03-21 12:08:00 UTC,short,98.71548412533684
2023-03-22 12:00:00 UTC,2023-03-22 16:55:00 UTC,long,235.0
2023-03-23 12:00:00 UTC,2023-03-23 12:24:00 UTC,long,119.91620225792985
2023-03-24 12:00:00 UTC,2023-03-24 16:55:00 UTC,short,157.00000000000045
2023-03-27 12:00:00 UTC,2023-03-27 16:55:00 UTC,long,35.99999999999909
2023-03-28 12:00:00 UTC,2023-03-28 16:55:00 UTC,long,81.00000000000136
2023-03-30 12:00:00 UTC,2023-03-30 12:24:00 UTC,long,91.54258214813808
2023-04-03 12:00:00 UTC,2023-04-03 12:08:00 UTC,long,87.00000000000045
2023-04-04 12:00:00 UTC,2023-04-04 12:08:00 UTC,long,335.0
2023-04-05 12:00:00 UTC,2023-04-05 16:55:00 UTC,short,24.00000000000091
2023-04-11 12:00:00 UTC,2023-04-11 16:55:00 UTC,long,7.999999999999545
2023-04-12 12:00:00 UTC,2023-04-12 16:55:00 UTC,short,-27.999999999999545
2023-04-13 12:00:00 UTC,2023-04-13 16:55:00 UTC,short,-23.00000000000182
2023-04-14 12:00:00 UTC,2023-04-14 12:08:00 UTC,short,227.00000000000045
2023-04-17 12:00:00 UTC,2023-04-17 12:08:00 UTC,short,83.16008455982455
2023-04-18 12:00:00 UTC,2023-04-18 16:55:00 UTC,long,25.99999999999909
2023-04-19 12:00:00 UTC,2023-04-19 16:55:00 UTC,long,37.999999999999545
2023-04-21 12:00:00 UTC,2023-04-21 12:08:00 UTC,short,121.00000000000136
2023-04-24 12:24:00 UTC,2023-04-24 12:48:00 UTC,long,-20.228071251035544
2023-04-26 12:00:00 UTC,2023-04-26 12:16:00 UTC,short,88.40920184713468
2023-04-28 12:00:00 UTC,2023-04-28 16:55:00 UTC,long,-17.000000000000455
2023-05-01 12:00:00 UTC,2023-05-01 12:08:00 UTC,short,169.0000000000009
2023-05-02 12:00:00 UTC,2023-05-02 12:08:00 UTC,long,262.99999999999955
2023-05-03 12:00:00 UTC,2023-05-03 16:55:00 UTC,long,185.00000000000227
2023-05-04 12:00:00 UTC,2023-05-04 12:08:00 UTC,long,125.0
2023-05-05 12:00:00 UTC,2023-05-05 16:55:00 UTC,long,25.99999999999909
2023-05-08 12:00:00 UTC,2023-05-08 16:55:00 UTC,long,-47.999999999999545
2023-05-09 12:00:00 UTC,2023-05-09 12:56:00 UTC,long,62.86569364951674
2023-05-10 12:00:00 UTC,2023-05-10 16:55:00 UTC,short,6.999999999998181
2023-05-11 12:00:00 UTC,2023-05-11 12:08:00 UTC,short,101.99999999999818
2023-05-12 12:00:00 UTC,2023-05-12 12:48:00 UTC,short,0.0
2023-05-15 12:32:00 UTC,2023-05-15 16:55:00 UTC,long,-35.0
2023-05-16 12:00:00 UTC,2023-05-16 12:08:00 UTC,short,108.00000000000182
2023-05-17 12:00:00 UTC,2023-05-17 12:40:00 UTC,short,-22.910636289018385
2023-05-18 12:00:00 UTC,2023-05-18 16:55:00 UTC,short,-14.00000000000091
2023-05-19 12:00:00 UTC,2023-05-19 12:08:00 UTC,long,102.00000000000045
2023-05-23 12:32:00 UTC,2023-05-23 16:55:00 UTC,long,35.0
2023-05-24 12:00:00 UTC,2023-05-24 12:08:00 UTC,short,100.0
2023-05-25 12:16:00 UTC,2023-05-25 16:55:00 UTC,short,35.99999999999909
2023-05-26 12:00:00 UTC,2023-05-26 16:55:00 UTC,short,-17.000000000000455
2023-05-29 12:00:00 UTC,2023-05-29 14:28:00 UTC,short,25.99999999999909
2023-05-30 12:00:00 UTC,2023-05-30 12:56:00 UTC,long,0.0
2023-05-31 12:00:00 UTC,2023-05-31 12:32:00 UTC,long,-18.558921786291194
2023-06-01 12:00:00 UTC,2023-06-01 16:55:00 UTC,long,33.999999999998636
2023-06-02 12:00:00 UTC,2023-06-02 12:08:00 UTC,short,118.99999999999864
2023-06-05 12:00:00 UTC,2023-06-05 12:08:00 UTC,long,120.0
2023-06-06 12:00:00 UTC,2023-06-06 12:08:00 UTC,long,-19.341354259227046
2023-06-07 12:00:00 UTC,2023-06-07 12:08:00 UTC,short,100.0
2023-06-08 12:00:00 UTC,2023-06-08 16:55:00 UTC,long,0.0
2023-06-12 12:08:00 UTC,2023-06-12 16:55:00 UTC,short,-23.999999999998636
2023-06-13 12:00:00 UTC,2023-06-13 16:55:00 UTC,short,125.0
2023-06-15 12:00:00 UTC,2023-06-15 12:08:00 UTC,long,135.0
2023-06-16 12:16:00 UTC,2023-06-16 16:55:00 UTC,short,-30.0
2023-06-20 12:00:00 UTC,2023-06-20 12:16:00 UTC,short,-24.75772154294191
2023-06-21 12:00:00 UTC,2023-06-21 16:55:00 UTC,long,5.9999999999990905
2023-06-22 12:00:00 UTC,2023-06-22 16:55:00 UTC,short,38.999999999998636
2023-06-23 12:00:00 UTC,2023-06-23 12:32:00 UTC,short,76.68656651100036
2023-06-26 12:48:00 UTC,2023-06-26 16:55:00 UTC,short,4.0000000000009095
2023-06-27 12:00:00 UTC,2023-06-27 12:08:00 UTC,short,116.99999999999818
2023-06-29 12:00:00 UTC,2023-06-29 12:08:00 UTC,long,97.00000000000045
2023-06-30 12:00:00 UTC,2023-06-30 16:55:00 UTC,long,30.0
2023-07-04 12:32:00 UTC,2023-07-04 14:29:00 UTC,short,-15.0
2023-07-05 12:00:00 UTC,2023-07-05 16:55:00 UTC,short,112.99999999999955
2023-07-07 12:00:00 UTC,2023-07-07 16:55:00 UTC,long,-22.000000000000455
2023-07-10 12:32:00 UTC,2023-07-10 16:55:00 UTC,long,2.0000000000004547
2023-07-11 12:00:00 UTC,2023-07-11 12:32:00 UTC,short,-20.405463894705917
2023-07-12 12:00:00 UTC,2023-07-12 16:55:00 UTC,long,17.999999999999545
