instrument,contracts,direction,entry_ts_et,exit_ts_et,hold_minutes,entry_price,exit_price,entry_trigger,exit_reason,pnl_ticks,pnl_usd
MNQ,4,long,2025-01-08 11:35:00,2025-01-08 12:00:00,25.0,21385.25,21365.25,21385.25,stop_loss,-80.0,-160.0
MGC,5,long,2025-01-08 12:00:00,2025-01-08 12:24:00,24.0,2683.0,2677.3,2683.0,stop_loss,-56.99999999999818,-284.9999999999909
YM,1,short,2025-01-08 11:00:00,2025-01-08 16:55:00,355.0,42780.0,42899.0,42780.0,close_all_flatten,-119.0,-595.0
MNQ,4,short,2025-01-08 11:05:00,2025-01-08 16:55:00,350.0,21285.5,21332.0,21285.5,close_all_flatten,-186.0,-372.0
YM,1,short,2025-01-08 11:20:00,2025-01-08 16:55:00,335.0,42780.0,42899.0,42780.0,close_all_flatten,-119.0,-595.0
MNQ,4,long,2025-01-08 11:35:00,2025-01-08 16:55:00,320.0,21385.25,21332.0,21385.25,close_all_flatten,-213.0,-426.0
MGC,5,long,2025-01-08 12:00:00,2025-01-08 16:55:00,295.0,2683.0,2679.9,2683.0,close_all_flatten,-30.99999999999909,-154.99999999999545
MGC,5,short,2025-01-09 12:00:00,2025-01-09 16:55:00,295.0,2684.5,2692.7,2684.5,close_all_flatten,-81.99999999999818,-409.9999999999909
MNQ,4,short,2025-01-10 11:00:00,2025-01-10 11:05:00,5.0,21009.5,20949.5,21009.5,profit_target,240.0,480.0
YM,1,short,2025-01-10 11:00:00,2025-01-10 11:05:00,5.0,42506.0,42204.0,42506.0,profit_target,302.0,1510.0
MNQ,4,short,2025-01-10 12:40:00,2025-01-10 12:55:00,15.0,21009.5,21029.5,21009.5,stop_loss,-80.0,-160.0
MNQ,4,short,2025-01-10 11:00:00,2025-01-10 16:55:00,355.0,21009.5,20994.5,21009.5,close_all_flatten,60.0,120.0
YM,1,short,2025-01-10 11:00:00,2025-01-10 16:55:00,355.0,42506.0,42220.0,42506.0,close_all_flatten,286.0,1430.0
MNQ,4,short,2025-01-10 12:40:00,2025-01-10 16:55:00,255.0,21009.5,20994.5,21009.5,close_all_flatten,60.0,120.0
YM,1,long,2025-01-13 11:00:00,2025-01-13 11:05:00,5.0,42134.0,42311.0,42134.0,profit_target,177.0,885.0
MNQ,4,long,2025-01-13 12:15:00,2025-01-13 12:55:00,40.0,20826.75,20886.75,20826.75,profit_target,240.0,480.0
YM,1,long,2025-01-13 11:00:00,2025-01-13 16:55:00,355.0,42134.0,42560.0,42134.0,close_all_flatten,426.0,2130.0
MGC,5,short,2025-01-13 12:00:00,2025-01-13 16:55:00,295.0,2682.3,2682.2,2682.3,close_all_flatten,1.000000000003638,5.00000000001819
MNQ,4,long,2025-01-13 12:15:00,2025-01-13 16:55:00,280.0,20826.75,20979.75,20826.75,close_all_flatten,612.0,1224.0
MNQ,4,short,2025-01-14 11:00:00,2025-01-14 11:05:00,5.0,20990.0,20887.5,20990.0,profit_target,410.0,820.0
YM,1,short,2025-01-14 11:00:00,2025-01-14 11:10:00,10.0,42603.0,42578.0,42603.0,stop_loss,25.0,125.0
YM,1,short,2025-01-14 11:25:00,2025-01-14 11:30:00,5.0,42603.0,42528.0,42603.0,profit_target,75.0,375.0
MNQ,4,short,2025-01-14 11:00:00,2025-01-14 16:55:00,355.0,20990.0,20974.0,20990.0,close_all_flatten,64.0,128.0
YM,1,short,2025-01-14 11:00:00,2025-01-14 16:55:00,355.0,42603.0,42809.0,42603.0,close_all_flatten,-206.0,-1030.0
YM,1,short,2025-01-14 11:25:00,2025-01-14 16:55:00,330.0,42603.0,42809.0,42603.0,close_all_flatten,-206.0,-1030.0
MGC,5,long,2025-01-14 12:00:00,2025-01-14 16:55:00,295.0,2678.7,2692.8,2678.7,close_all_flatten,141.00000000000364,705.0000000000182
MNQ,4,long,2025-01-15 11:00:00,2025-01-15 11:05:00,5.0,21345.5,21325.5,21345.5,stop_loss,-80.0,-160.0
