instrument,contracts,direction,entry_ts_et,exit_ts_et,hold_minutes,entry_price,exit_price,entry_trigger,exit_reason,pnl_ticks,pnl_usd
YM,1,long,2025-06-27 11:00:00,2025-06-27 16:55:00,355.0,43870.0,44252.0,43870.0,close_all_flatten,382.0,1910.0
MGC,5,long,2025-06-27 12:00:00,2025-06-27 16:55:00,295.0,3281.8,3287.1,3281.8,close_all_flatten,52.99999999999727,264.99999999998636
YM,1,short,2025-06-30 11:00:00,2025-06-30 11:05:00,5.0,44334.0,44236.0,44334.0,profit_target,98.0,490.0
YM,1,short,2025-06-30 11:30:00,2025-06-30 11:35:00,5.0,44334.0,44359.0,44334.0,stop_loss,-25.0,-125.0
YM,1,short,2025-06-30 11:00:00,2025-06-30 16:55:00,355.0,44334.0,44353.0,44334.0,close_all_flatten,-19.0,-95.0
YM,1,short,2025-06-30 11:30:00,2025-06-30 16:55:00,325.0,44334.0,44353.0,44334.0,close_all_flatten,-19.0,-95.0
MNQ,4,long,2025-06-30 11:40:00,2025-06-30 16:55:00,315.0,22847.5,22874.0,22847.5,close_all_flatten,106.0,212.0
MGC,5,long,2025-06-30 12:00:00,2025-06-30 16:55:00,295.0,3298.5,3315.3,3298.5,close_all_flatten,168.00000000000182,840.0000000000091
MNQ,4,short,2025-07-01 11:00:00,2025-07-01 11:05:00,5.0,22779.5,22714.75,22779.5,profit_target,259.0,518.0
YM,1,long,2025-07-01 11:00:00,2025-07-01 11:05:00,5.0,44371.0,44708.0,44371.0,profit_target,337.0,1685.0
MNQ,4,short,2025-07-01 11:00:00,2025-07-01 16:55:00,355.0,22779.5,22686.0,22779.5,close_all_flatten,374.0,748.0
YM,1,long,2025-07-01 11:00:00,2025-07-01 16:55:00,355.0,44371.0,44814.0,44371.0,close_all_flatten,443.0,2215.0
MGC,5,short,2025-07-01 12:00:00,2025-07-01 16:55:00,295.0,3355.7,3350.5,3355.7,close_all_flatten,51.99999999999818,259.9999999999909
MNQ,4,long,2025-07-02 11:00:00,2025-07-02 11:05:00,5.0,22728.75,22830.25,22728.75,profit_target,406.0,812.0
YM,1,short,2025-07-02 11:00:00,2025-07-02 11:10:00,10.0,44741.0,44736.0,44741.0,stop_loss,5.0,25.0
YM,1,long,2025-07-02 11:20:00,2025-07-02 11:40:00,20.0,44801.0,44821.0,44801.0,stop_loss,20.0,100.0
MNQ,4,long,2025-07-02 11:00:00,2025-07-02 16:55:00,355.0,22728.75,22853.75,22728.75,close_all_flatten,500.0,1000.0
YM,1,short,2025-07-02 11:00:00,2025-07-02 16:55:00,355.0,44741.0,44801.0,44741.0,close_all_flatten,-60.0,-300.0
YM,1,long,2025-07-02 11:20:00,2025-07-02 16:55:00,335.0,44801.0,44801.0,44801.0,close_all_flatten,0.0,0.0
MGC,5,long,2025-07-02 12:16:00,2025-07-02 16:55:00,279.0,3358.8,3367.4,3358.8,close_all_flatten,85.99999999999909,429.99999999999545
MNQ,4,long,2025-07-03 11:00:00,2025-07-03 11:05:00,5.0,22998.0,23058.0,22998.0,profit_target,240.0,480.0
YM,1,long,2025-07-03 11:00:00,2025-07-03 11:05:00,5.0,44869.0,45143.0,44869.0,profit_target,274.0,1370.0
MNQ,4,long,2025-07-03 11:00:00,2025-07-03 13:14:00,134.0,22998.0,23059.0,22998.0,close_all_flatten,244.0,488.0
YM,1,long,2025-07-03 11:00:00,2025-07-03 13:14:00,134.0,44869.0,45110.0,44869.0,close_all_flatten,241.0,1205.0
MNQ,4,long,2025-07-04 11:00:00,2025-07-04 11:15:00,15.0,22935.5,22915.5,22935.5,stop_loss,-80.0,-160.0
YM,1,long,2025-07-04 11:00:00,2025-07-04 11:20:00,20.0,44880.0,44855.0,44880.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-07-04 11:30:00,2025-07-04 12:15:00,45.0,22935.5,22915.5,22935.5,stop_loss,-80.0,-160.0
YM,1,long,2025-07-04 12:25:00,2025-07-04 12:40:00,15.0,44880.0,44855.0,44880.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-07-04 11:00:00,2025-07-04 12:59:00,119.0,22935.5,22906.75,22935.5,close_all_flatten,-115.0,-230.0
YM,1,long,2025-07-04 11:00:00,2025-07-04 12:59:00,119.0,44880.0,44840.0,44880.0,close_all_flatten,-40.0,-200.0
MNQ,4,long,2025-07-04 11:30:00,2025-07-04 12:59:00,89.0,22935.5,22906.75,22935.5,close_all_flatten,-115.0,-230.0
YM,1,long,2025-07-04 12:25:00,2025-07-04 12:59:00,34.0,44880.0,44840.0,44880.0,close_all_flatten,-40.0,-200.0
YM,1,short,2025-07-07 11:00:00,2025-07-07 11:05:00,5.0,44989.0,44851.0,44989.0,profit_target,138.0,690.0
MNQ,4,short,2025-07-07 11:00:00,2025-07-07 11:55:00,55.0,22913.75,22933.75,22913.75,stop_loss,-80.0,-160.0
MNQ,4,short,2025-07-07 12:15:00,2025-07-07 12:20:00,5.0,22913.75,22853.75,22913.75,profit_target,240.0,480.0
MNQ,4,short,2025-07-07 11:00:00,2025-07-07 16:55:00,355.0,22913.75,22835.75,22913.75,close_all_flatten,312.0,624.0
YM,1,short,2025-07-07 11:00:00,2025-07-07 16:55:00,355.0,44989.0,44573.0,44989.0,close_all_flatten,416.0,2080.0
MGC,5,long,2025-07-07 12:00:00,2025-07-07 16:55:00,295.0,3323.5,3347.1,3323.5,close_all_flatten,235.9999999999991,1179.9999999999955
MNQ,4,short,2025-07-07 12:15:00,2025-07-07 16:55:00,280.0,22913.75,22835.75,22913.75,close_all_flatten,312.0,624.0
MNQ,4,short,2025-07-08 11:00:00,2025-07-08 11:05:00,5.0,22889.0,22909.0,22889.0,stop_loss,-80.0,-160.0
YM,1,short,2025-07-08 11:00:00,2025-07-08 11:10:00,10.0,44611.0,44581.0,44611.0,stop_loss,30.0,150.0
MNQ,4,short,2025-07-08 11:15:00,2025-07-08 11:55:00,40.0,22889.0,22909.0,22889.0,stop_loss,-80.0,-160.0
YM,1,short,2025-07-08 11:45:00,2025-07-08 12:05:00,20.0,44611.0,44536.0,44611.0,profit_target,75.0,375.0
MNQ,4,short,2025-07-08 11:00:00,2025-07-08 16:55:00,355.0,22889.0,22901.5,22889.0,close_all_flatten,-50.0,-100.0
YM,1,short,2025-07-08 11:00:00,2025-07-08 16:55:00,355.0,44611.0,44505.0,44611.0,close_all_flatten,106.0,530.0
MNQ,4,short,2025-07-08 11:15:00,2025-07-08 16:55:00,340.0,22889.0,22901.5,22889.0,close_all_flatten,-50.0,-100.0
YM,1,short,2025-07-08 11:45:00,2025-07-08 16:55:00,310.0,44611.0,44505.0,44611.0,close_all_flatten,106.0,530.0
MGC,5,short,2025-07-08 12:00:00,2025-07-08 16:55:00,295.0,3326.0,3310.4,3326.0,close_all_flatten,155.9999999999991,779.9999999999955
MNQ,4,short,2025-07-09 11:00:00,2025-07-09 11:05:00,5.0,23024.0,22953.5,23024.0,profit_target,282.0,564.0
YM,1,short,2025-07-09 11:00:00,2025-07-09 11:05:00,5.0,44645.0,44570.0,44645.0,profit_target,75.0,375.0
MNQ,4,short,2025-07-09 11:00:00,2025-07-09 16:55:00,355.0,23024.0,23041.25,23024.0,close_all_flatten,-69.0,-138.0
YM,1,short,2025-07-09 11:00:00,2025-07-09 16:55:00,355.0,44645.0,44725.0,44645.0,close_all_flatten,-80.0,-400.0
MGC,5,long,2025-07-09 12:00:00,2025-07-09 16:55:00,295.0,3309.5,3323.0,3309.5,close_all_flatten,135.0,675.0
YM,1,long,2025-07-10 11:00:00,2025-07-10 11:05:00,5.0,44705.0,44957.0,44705.0,profit_target,252.0,1260.0
MNQ,4,short,2025-07-10 11:00:00,2025-07-10 11:25:00,25.0,22967.5,22987.5,22967.5,stop_loss,-80.0,-160.0
MNQ,4,short,2025-07-10 12:10:00,2025-07-10 12:20:00,10.0,22967.5,22987.5,22967.5,stop_loss,-80.0,-160.0
MNQ,4,short,2025-07-10 11:00:00,2025-07-10 16:55:00,355.0,22967.5,23009.0,22967.5,close_all_flatten,-166.0,-332.0
YM,1,long,2025-07-10 11:00:00,2025-07-10 16:55:00,355.0,44705.0,44875.0,44705.0,close_all_flatten,170.0,850.0
MGC,5,short,2025-07-10 12:00:00,2025-07-10 16:55:00,295.0,3329.7,3333.3,3329.7,close_all_flatten,-36.00000000000364,-180.0000000000182
MNQ,4,short,2025-07-10 12:10:00,2025-07-10 16:55:00,285.0,22967.5,23009.0,22967.5,close_all_flatten,-166.0,-332.0
MNQ,4,long,2025-07-11 11:00:00,2025-07-11 11:10:00,10.0,22950.5,22930.5,22950.5,stop_loss,-80.0,-160.0
YM,1,short,2025-07-11 11:05:00,2025-07-11 11:10:00,5.0,44592.0,44617.0,44592.0,stop_loss,-25.0,-125.0
YM,1,short,2025-07-11 11:20:00,2025-07-11 11:30:00,10.0,44592.0,44582.0,44592.0,stop_loss,10.0,50.0
MNQ,4,long,2025-07-11 11:20:00,2025-07-11 11:40:00,20.0,22950.5,23010.5,22950.5,profit_target,240.0,480.0
MNQ,4,long,2025-07-11 11:00:00,2025-07-11 16:55:00,355.0,22950.5,22944.25,22950.5,close_all_flatten,-25.0,-50.0
YM,1,short,2025-07-11 11:05:00,2025-07-11 16:55:00,350.0,44592.0,44575.0,44592.0,close_all_flatten,17.0,85.0
MNQ,4,long,2025-07-11 11:20:00,2025-07-11 16:55:00,335.0,22950.5,22944.25,22950.5,close_all_flatten,-25.0,-50.0
YM,1,short,2025-07-11 11:20:00,2025-07-11 16:55:00,335.0,44592.0,44575.0,44592.0,close_all_flatten,17.0,85.0
MGC,5,long,2025-07-11 12:00:00,2025-07-11 16:55:00,295.0,3372.2,3371.5,3372.2,close_all_flatten,-6.999999999998181,-34.999999999990905
YM,1,long,2025-07-14 11:00:00,2025-07-14 11:05:00,5.0,44558.0,44533.0,44558.0,stop_loss,-25.0,-125.0
YM,1,long,2025-07-14 11:15:00,2025-07-14 11:25:00,10.0,44558.0,44633.0,44558.0,profit_target,75.0,375.0
MNQ,4,long,2025-07-14 11:00:00,2025-07-14 12:05:00,65.0,22961.5,23021.5,22961.5,profit_target,240.0,480.0
MNQ,4,long,2025-07-14 11:00:00,2025-07-14 16:55:00,355.0,22961.5,23036.25,22961.5,close_all_flatten,299.0,598.0
YM,1,long,2025-07-14 11:00:00,2025-07-14 16:55:00,355.0,44558.0,44675.0,44558.0,close_all_flatten,117.0,585.0
YM,1,long,2025-07-14 11:15:00,2025-07-14 16:55:00,340.0,44558.0,44675.0,44558.0,close_all_flatten,117.0,585.0
MGC,5,short,2025-07-14 12:00:00,2025-07-14 16:55:00,295.0,3354.9,3351.9,3354.9,close_all_flatten,30.0,150.0
YM,1,short,2025-07-15 11:00:00,2025-07-15 11:05:00,5.0,44620.0,44407.0,44620.0,profit_target,213.0,1065.0
MNQ,4,short,2025-07-15 11:00:00,2025-07-15 11:10:00,10.0,23122.5,23142.5,23122.5,stop_loss,-80.0,-160.0
MNQ,4,short,2025-07-15 11:00:00,2025-07-15 16:55:00,355.0,23122.5,23017.75,23122.5,close_all_flatten,419.0,838.0
YM,1,short,2025-07-15 11:00:00,2025-07-15 16:55:00,355.0,44620.0,44192.0,44620.0,close_all_flatten,428.0,2140.0
MGC,5,short,2025-07-15 12:00:00,2025-07-15 16:55:00,295.0,3340.0,3332.8,3340.0,close_all_flatten,71.99999999999818,359.9999999999909
MNQ,4,short,2025-07-15 12:55:00,2025-07-15 16:55:00,240.0,23122.5,23017.75,23122.5,close_all_flatten,419.0,838.0
YM,1,short,2025-07-16 11:00:00,2025-07-16 11:05:00,5.0,44366.0,44290.0,44366.0,profit_target,76.0,380.0
MNQ,4,short,2025-07-16 11:15:00,2025-07-16 11:20:00,5.0,22962.5,22902.5,22962.5,profit_target,240.0,480.0
MNQ,4,short,2025-07-16 11:30:00,2025-07-16 11:35:00,5.0,22962.5,22896.75,22962.5,profit_target,263.0,526.0
YM,1,short,2025-07-16 11:00:00,2025-07-16 16:55:00,355.0,44366.0,44420.0,44366.0,close_all_flatten,-54.0,-270.0
MNQ,4,short,2025-07-16 11:15:00,2025-07-16 16:55:00,340.0,22962.5,23062.25,22962.5,close_all_flatten,-399.0,-798.0
MNQ,4,short,2025-07-16 11:30:00,2025-07-16 16:55:00,325.0,22962.5,23062.25,22962.5,close_all_flatten,-399.0,-798.0
MGC,5,long,2025-07-16 12:00:00,2025-07-16 16:55:00,295.0,3348.2,3354.3,3348.2,close_all_flatten,61.00000000000364,305.0000000000182
MNQ,4,long,2025-07-17 11:00:00,2025-07-17 11:05:00,5.0,23157.75,23217.75,23157.75,profit_target,240.0,480.0
YM,1,long,2025-07-17 11:00:00,2025-07-17 11:10:00,10.0,44500.0,44545.0,44500.0,stop_loss,45.0,225.0
MNQ,4,long,2025-07-17 11:00:00,2025-07-17 16:55:00,355.0,23157.75,23266.75,23157.75,close_all_flatten,436.0,872.0
YM,1,long,2025-07-17 11:00:00,2025-07-17 16:55:00,355.0,44500.0,44734.0,44500.0,close_all_flatten,234.0,1170.0
MGC,5,long,2025-07-17 12:00:00,2025-07-17 16:55:00,295.0,3326.4,3344.1,3326.4,close_all_flatten,176.99999999999818,884.9999999999909
MNQ,4,short,2025-07-18 11:00:00,2025-07-18 11:05:00,5.0,23253.75,23191.0,23253.75,profit_target,251.0,502.0
YM,1,short,2025-07-18 11:00:00,2025-07-18 11:05:00,5.0,44744.0,44526.0,44744.0,profit_target,218.0,1090.0
MNQ,4,short,2025-07-18 11:50:00,2025-07-18 12:25:00,35.0,23253.75,23193.75,23253.75,profit_target,240.0,480.0
MNQ,4,short,2025-07-18 11:00:00,2025-07-18 16:55:00,355.0,23253.75,23221.5,23253.75,close_all_flatten,129.0,258.0
YM,1,short,2025-07-18 11:00:00,2025-07-18 16:55:00,355.0,44744.0,44525.0,44744.0,close_all_flatten,219.0,1095.0
MNQ,4,short,2025-07-18 11:50:00,2025-07-18 16:55:00,305.0,23253.75,23221.5,23253.75,close_all_flatten,129.0,258.0
MGC,5,short,2025-07-18 12:08:00,2025-07-18 16:55:00,287.0,3357.9,3356.2,3357.9,close_all_flatten,17.00000000000273,85.00000000001364
YM,1,long,2025-07-21 11:00:00,2025-07-21 11:05:00,5.0,44639.0,44715.0,44639.0,profit_target,76.0,380.0
MNQ,4,long,2025-07-21 11:00:00,2025-07-21 12:05:00,65.0,23387.0,23367.0,23387.0,stop_loss,-80.0,-160.0
MNQ,4,long,2025-07-21 11:00:00,2025-07-21 16:55:00,355.0,23387.0,23345.75,23387.0,close_all_flatten,-165.0,-330.0
YM,1,long,2025-07-21 11:00:00,2025-07-21 16:55:00,355.0,44639.0,44589.0,44639.0,close_all_flatten,-50.0,-250.0
MGC,5,long,2025-07-21 12:00:00,2025-07-21 16:55:00,295.0,3400.0,3411.0,3400.0,close_all_flatten,110.0,550.0
MNQ,4,long,2025-07-21 12:30:00,2025-07-21 16:55:00,265.0,23387.0,23345.75,23387.0,close_all_flatten,-165.0,-330.0
YM,1,long,2025-07-22 11:00:00,2025-07-22 11:10:00,10.0,44538.0,44553.0,44538.0,stop_loss,15.0,75.0
YM,1,long,2025-07-22 11:35:00,2025-07-22 11:40:00,5.0,44538.0,44513.0,44538.0,stop_loss,-25.0,-125.0
YM,1,long,2025-07-22 11:00:00,2025-07-22 16:55:00,355.0,44538.0,44743.0,44538.0,close_all_flatten,205.0,1025.0
YM,1,long,2025-07-22 11:35:00,2025-07-22 16:55:00,320.0,44538.0,44743.0,44538.0,close_all_flatten,205.0,1025.0
MGC,5,long,2025-07-22 12:00:00,2025-07-22 16:55:00,295.0,3431.3,3443.1,3431.3,close_all_flatten,117.99999999999727,589.9999999999864
YM,1,short,2025-07-23 11:00:00,2025-07-23 11:20:00,20.0,44911.0,44906.0,44911.0,stop_loss,5.0,25.0
YM,1,short,2025-07-23 11:35:00,2025-07-23 11:45:00,10.0,44911.0,44936.0,44911.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-07-23 11:50:00,2025-07-23 12:15:00,25.0,23238.5,23218.5,23238.5,stop_loss,-80.0,-160.0
YM,1,short,2025-07-23 11:00:00,2025-07-23 16:55:00,355.0,44911.0,45117.0,44911.0,close_all_flatten,-206.0,-1030.0
YM,1,short,2025-07-23 11:35:00,2025-07-23 16:55:00,320.0,44911.0,45117.0,44911.0,close_all_flatten,-206.0,-1030.0
MNQ,4,long,2025-07-23 11:50:00,2025-07-23 16:55:00,305.0,23238.5,23407.5,23238.5,close_all_flatten,676.0,1352.0
MGC,5,short,2025-07-23 12:00:00,2025-07-23 16:55:00,295.0,3413.0,3398.7,3413.0,close_all_flatten,143.00000000000182,715.0000000000091
YM,1,long,2025-07-24 11:00:00,2025-07-24 11:05:00,5.0,44925.0,45067.0,44925.0,profit_target,142.0,710.0
YM,1,long,2025-07-24 11:00:00,2025-07-24 16:55:00,355.0,44925.0,44939.0,44925.0,close_all_flatten,14.0,70.0
MGC,5,long,2025-07-24 12:00:00,2025-07-24 16:55:00,295.0,3365.9,3371.1,3365.9,close_all_flatten,51.99999999999818,259.9999999999909
YM,1,long,2025-07-25 11:00:00,2025-07-25 11:10:00,10.0,44968.0,44943.0,44968.0,stop_loss,-25.0,-125.0
YM,1,short,2025-07-25 11:50:00,2025-07-25 12:05:00,15.0,44911.0,44936.0,44911.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-07-25 11:00:00,2025-07-25 12:25:00,85.0,23401.0,23461.0,23401.0,profit_target,240.0,480.0
MNQ,4,long,2025-07-25 11:00:00,2025-07-25 16:55:00,355.0,23401.0,23440.75,23401.0,close_all_flatten,159.0,318.0
YM,1,long,2025-07-25 11:00:00,2025-07-25 16:55:00,355.0,44968.0,45073.0,44968.0,close_all_flatten,105.0,525.0
YM,1,short,2025-07-25 11:50:00,2025-07-25 16:55:00,305.0,44911.0,45073.0,44911.0,close_all_flatten,-162.0,-810.0
MGC,5,short,2025-07-25 12:00:00,2025-07-25 16:55:00,295.0,3335.9,3337.8,3335.9,close_all_flatten,-19.00000000000091,-95.00000000000455
YM,1,short,2025-07-28 11:15:00,2025-07-28 11:20:00,5.0,45027.0,45052.0,45027.0,stop_loss,-25.0,-125.0
MNQ,4,short,2025-07-28 11:15:00,2025-07-28 11:30:00,15.0,23470.5,23490.5,23470.5,stop_loss,-80.0,-160.0
MNQ,4,short,2025-07-28 11:15:00,2025-07-28 16:55:00,340.0,23470.5,23509.0,23470.5,close_all_flatten,-154.0,-308.0
YM,1,short,2025-07-28 11:15:00,2025-07-28 16:55:00,340.0,45027.0,45003.0,45027.0,close_all_flatten,24.0,120.0
MGC,5,short,2025-07-28 12:00:00,2025-07-28 16:55:00,295.0,3320.0,3314.2,3320.0,close_all_flatten,58.00000000000182,290.0000000000091
YM,1,short,2025-07-28 12:55:00,2025-07-28 16:55:00,240.0,45027.0,45003.0,45027.0,close_all_flatten,24.0,120.0
YM,1,short,2025-07-29 11:00:00,2025-07-29 11:05:00,5.0,45008.0,44861.0,45008.0,profit_target,147.0,735.0
MNQ,4,short,2025-07-29 11:00:00,2025-07-29 11:15:00,15.0,23555.25,23495.25,23555.25,profit_target,240.0,480.0
MNQ,4,short,2025-07-29 11:00:00,2025-07-29 16:55:00,355.0,23555.25,23451.0,23555.25,close_all_flatten,417.0,834.0
YM,1,short,2025-07-29 11:00:00,2025-07-29 16:55:00,355.0,45008.0,44768.0,45008.0,close_all_flatten,240.0,1200.0
YM,1,short,2025-07-30 11:00:00,2025-07-30 11:15:00,15.0,44795.0,44750.0,44795.0,stop_loss,45.0,225.0
YM,1,short,2025-07-30 11:55:00,2025-07-30 12:10:00,15.0,44795.0,44820.0,44795.0,stop_loss,-25.0,-125.0
YM,1,short,2025-07-30 11:00:00,2025-07-30 16:55:00,355.0,44795.0,44666.0,44795.0,close_all_flatten,129.0,645.0
MNQ,4,long,2025-07-30 11:55:00,2025-07-30 16:55:00,300.0,23526.75,23663.5,23526.75,close_all_flatten,547.0,1094.0
YM,1,short,2025-07-30 11:55:00,2025-07-30 16:55:00,300.0,44795.0,44666.0,44795.0,close_all_flatten,129.0,645.0
MGC,5,short,2025-07-30 12:00:00,2025-07-30 16:55:00,295.0,3353.5,3328.3,3353.5,close_all_flatten,251.99999999999818,1259.999999999991
MNQ,4,short,2025-07-31 11:00:00,2025-07-31 11:05:00,5.0,23608.75,23548.75,23608.75,profit_target,240.0,480.0
YM,1,short,2025-07-31 11:00:00,2025-07-31 11:05:00,5.0,44657.0,44582.0,44657.0,profit_target,75.0,375.0
YM,1,short,2025-07-31 12:30:00,2025-07-31 12:40:00,10.0,44657.0,44682.0,44657.0,stop_loss,-25.0,-125.0
MNQ,4,short,2025-07-31 11:00:00,2025-07-31 16:55:00,355.0,23608.75,23334.25,23608.75,close_all_flatten,1098.0,2196.0
YM,1,short,2025-07-31 11:00:00,2025-07-31 16:55:00,355.0,44657.0,44290.0,44657.0,close_all_flatten,367.0,1835.0
MGC,5,short,2025-07-31 12:00:00,2025-07-31 16:55:00,295.0,3355.6,3342.7,3355.6,close_all_flatten,129.0000000000009,645.0000000000045
MNQ,4,short,2025-07-31 12:25:00,2025-07-31 16:55:00,270.0,23608.75,23334.25,23608.75,close_all_flatten,1098.0,2196.0
YM,1,short,2025-07-31 12:30:00,2025-07-31 16:55:00,265.0,44657.0,44290.0,44657.0,close_all_flatten,367.0,1835.0
YM,1,short,2025-08-01 11:00:00,2025-08-01 11:05:00,5.0,43847.0,43678.0,43847.0,profit_target,169.0,845.0
MNQ,4,long,2025-08-01 12:05:00,2025-08-01 12:10:00,5.0,23033.75,23013.75,23033.75,stop_loss,-80.0,-160.0
YM,1,short,2025-08-01 12:05:00,2025-08-01 12:15:00,10.0,43847.0,43832.0,43847.0,stop_loss,15.0,75.0
MNQ,4,long,2025-08-01 12:25:00,2025-08-01 12:30:00,5.0,23033.75,23013.75,23033.75,stop_loss,-80.0,-160.0
YM,1,short,2025-08-01 11:00:00,2025-08-01 16:55:00,355.0,43847.0,43714.0,43847.0,close_all_flatten,133.0,665.0
MNQ,4,long,2025-08-01 12:05:00,2025-08-01 16:55:00,290.0,23033.75,22872.5,23033.75,close_all_flatten,-645.0,-1290.0
YM,1,short,2025-08-01 12:05:00,2025-08-01 16:55:00,290.0,43847.0,43714.0,43847.0,close_all_flatten,133.0,665.0
MNQ,4,long,2025-08-01 12:25:00,2025-08-01 16:55:00,270.0,23033.75,22872.5,23033.75,close_all_flatten,-645.0,-1290.0
YM,1,long,2025-08-04 11:00:00,2025-08-04 11:05:00,5.0,43933.0,44203.0,43933.0,profit_target,270.0,1350.0
MNQ,4,long,2025-08-04 11:35:00,2025-08-04 11:40:00,5.0,23227.5,23207.5,23227.5,stop_loss,-80.0,-160.0
YM,1,long,2025-08-04 11:00:00,2025-08-04 16:55:00,355.0,43933.0,44383.0,43933.0,close_all_flatten,450.0,2250.0
MNQ,4,long,2025-08-04 11:35:00,2025-08-04 16:55:00,320.0,23227.5,23348.25,23227.5,close_all_flatten,483.0,966.0
MNQ,4,long,2025-08-04 11:50:00,2025-08-04 16:55:00,305.0,23227.5,23348.25,23227.5,close_all_flatten,483.0,966.0
MNQ,4,short,2025-08-05 11:00:00,2025-08-05 11:05:00,5.0,23307.25,23196.5,23307.25,profit_target,443.0,886.0
YM,1,short,2025-08-05 11:00:00,2025-08-05 11:05:00,5.0,44256.0,44144.0,44256.0,profit_target,112.0,560.0
YM,1,short,2025-08-05 12:20:00,2025-08-05 12:30:00,10.0,44256.0,44281.0,44256.0,stop_loss,-25.0,-125.0
MNQ,4,short,2025-08-05 11:00:00,2025-08-05 16:55:00,355.0,23307.25,23095.0,23307.25,close_all_flatten,849.0,1698.0
YM,1,short,2025-08-05 11:00:00,2025-08-05 16:55:00,355.0,44256.0,44254.0,44256.0,close_all_flatten,2.0,10.0
MGC,5,long,2025-08-05 12:00:00,2025-08-05 16:55:00,295.0,3433.9,3435.3,3433.9,close_all_flatten,14.00000000000091,70.00000000000455
YM,1,short,2025-08-05 12:20:00,2025-08-05 16:55:00,275.0,44256.0,44254.0,44256.0,close_all_flatten,2.0,10.0
MNQ,4,long,2025-08-06 11:00:00,2025-08-06 11:15:00,15.0,23244.5,23304.5,23244.5,profit_target,240.0,480.0
YM,1,short,2025-08-06 11:00:00,2025-08-06 11:15:00,15.0,44317.0,44287.0,44317.0,stop_loss,30.0,150.0
YM,1,short,2025-08-06 11:35:00,2025-08-06 11:45:00,10.0,44317.0,44287.0,44317.0,stop_loss,30.0,150.0
MNQ,4,long,2025-08-06 11:00:00,2025-08-06 16:55:00,355.0,23244.5,23408.5,23244.5,close_all_flatten,656.0,1312.0
YM,1,short,2025-08-06 11:00:00,2025-08-06 16:55:00,355.0,44317.0,44308.0,44317.0,close_all_flatten,9.0,45.0
YM,1,short,2025-08-06 11:35:00,2025-08-06 16:55:00,320.0,44317.0,44308.0,44317.0,close_all_flatten,9.0,45.0
MGC,5,long,2025-08-06 12:00:00,2025-08-06 16:55:00,295.0,3427.8,3431.0,3427.8,close_all_flatten,31.99999999999818,159.9999999999909
YM,1,short,2025-08-07 11:00:00,2025-08-07 11:05:00,5.0,44511.0,44039.0,44511.0,profit_target,472.0,2360.0
MNQ,4,short,2025-08-07 11:00:00,2025-08-07 11:15:00,15.0,23569.5,23509.5,23569.5,profit_target,240.0,480.0
MNQ,4,short,2025-08-07 11:00:00,2025-08-07 16:55:00,355.0,23569.5,23510.5,23569.5,close_all_flatten,236.0,472.0
YM,1,short,2025-08-07 11:00:00,2025-08-07 16:55:00,355.0,44511.0,44103.0,44511.0,close_all_flatten,408.0,2040.0
MGC,5,short,2025-08-07 12:08:00,2025-08-07 16:55:00,287.0,3453.4,3477.9,3453.4,close_all_flatten,-245.0,-1225.0
YM,1,long,2025-08-08 11:00:00,2025-08-08 11:10:00,10.0,44187.0,44217.0,44187.0,stop_loss,30.0,150.0
YM,1,long,2025-08-08 11:20:00,2025-08-08 11:30:00,10.0,44187.0,44162.0,44187.0,stop_loss,-25.0,-125.0
MNQ,4,long,2025-08-08 11:00:00,2025-08-08 11:35:00,35.0,23645.0,23625.0,23645.0,stop_loss,-80.0,-160.0
MNQ,4,long,2025-08-08 11:45:00,2025-08-08 12:15:00,30.0,23645.0,23705.0,23645.0,profit_target,240.0,480.0
MNQ,4,long,2025-08-08 11:00:00,2025-08-08 16:55:00,355.0,23645.0,23753.75,23645.0,close_all_flatten,435.0,870.0
YM,1,long,2025-08-08 11:00:00,2025-08-08 16:55:00,355.0,44187.0,44343.0,44187.0,close_all_flatten,156.0,780.0
YM,1,long,2025-08-08 11:20:00,2025-08-08 16:55:00,335.0,44187.0,44343.0,44187.0,close_all_flatten,156.0,780.0
MNQ,4,long,2025-08-08 11:45:00,2025-08-08 16:55:00,310.0,23645.0,23753.75,23645.0,close_all_flatten,435.0,870.0
MGC,5,long,2025-08-08 12:00:00,2025-08-08 16:55:00,295.0,3491.3,3457.2,3491.3,close_all_flatten,-341.00000000000364,-1705.0000000000182
YM,1,short,2025-08-11 11:00:00,2025-08-11 11:05:00,5.0,44311.0,44133.0,44311.0,profit_target,178.0,890.0
MNQ,4,long,2025-08-11 11:10:00,2025-08-11 11:40:00,30.0,23738.75,23718.75,23738.75,stop_loss,-80.0,-160.0
MNQ,4,long,2025-08-11 11:50:00,2025-08-11 12:05:00,15.0,23738.75,23798.75,23738.75,profit_target,240.0,480.0
YM,1,short,2025-08-11 11:00:00,2025-08-11 16:55:00,355.0,44311.0,44061.0,44311.0,close_all_flatten,250.0,1250.0
MNQ,4,long,2025-08-11 11:10:00,2025-08-11 16:55:00,345.0,23738.75,23624.5,23738.75,close_all_flatten,-457.0,-914.0
MNQ,4,long,2025-08-11 11:50:00,2025-08-11 16:55:00,305.0,23738.75,23624.5,23738.75,close_all_flatten,-457.0,-914.0
