horizon_label,horizon_trading_days,audition_pass_pct,avg_payout_events_per_trader,avg_prop_firm_fees_per_trader,avg_total_payouts_per_trader,avg_total_expenses_per_trader,avg_net_profit_per_trader,avg_roi_pct,pct_positive_roi,eval_starts_scaled,farm_est_total_fees,farm_est_net,mean_days_to_pass_eval_conditional_mc,mean_days_to_first_payout_trading,mean_funded_trading_days_to_first_payout,mean_days_between_payouts_conditional,pct_simulations_with_any_payout,mean_eval_days_used_single_lifecycle
1 Week,5.0,27.666666666666668,0.0,149.0,0.0,196.38095238095235,-196.38095238095235,-100.0,0.0,1.0,149.0,-196.38095238095235,3.9036144578313254,,,,0.0,4.691666666666666
1 Month,21.0,98.16666666666667,1.0583333333333333,149.0,6612.2472549471495,348.0,6264.2472549471495,1800.071050272169,78.5,1.0,149.0,6264.2472549471495,7.707979626485569,14.303609341825902,7.208067940552017,7.179245283018868,78.5,7.823333333333333
1 Quarter,63.0,99.16666666666667,1.7066666666666668,149.0,13104.025845453201,746.0,12358.025845453201,1656.5718291492224,99.0,3.0,447.0,37074.077536359604,8.104201680672269,17.51010101010101,9.405723905723907,10.231216931216931,99.0,8.085
6 Months,126.0,99.66666666666667,1.685,149.0,13030.89215565558,1343.0,11687.89215565558,870.2823645313166,98.83333333333333,6.0,894.0,70127.35293393348,8.406354515050166,18.376053962900507,9.97133220910624,10.536803364879075,98.83333333333333,8.396666666666667
12 Months,252.0,99.5,1.6383333333333334,149.0,12946.880365417599,2537.0,10409.880365417599,410.3224424681749,98.33333333333333,12.0,1788.0,124918.56438501118,8.155778894472363,17.752542372881354,9.605084745762712,10.075555555555557,98.33333333333333,8.138333333333334
18 Months,378.0,99.33333333333333,1.69,149.0,13091.323652952013,3731.0,9360.323652952015,250.8797548365589,97.0,18.0,2682.0,168485.82575313625,8.100671140939598,17.901528013582343,9.799660441426147,10.22675026123302,98.16666666666667,8.08
24 Months,504.0,99.66666666666667,1.7,149.0,12794.979025935125,4925.0,7869.979025935124,159.79652844538322,96.66666666666667,24.0,3576.0,188879.49662244297,8.25752508361204,17.359663865546217,9.099159663865546,10.810272536687632,99.16666666666667,8.245
