Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account,Connection,
YM MAR26,Buy,1,38865,4/11/2022 5:00:00 PM,NT-00311-1656,Exit,-,NT-00326-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,39097,4/11/2022 11:05:00 AM,NT-00310-1656,Entry,1 S,NT-00325-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,39769,3/30/2022 5:00:00 PM,NT-00309-1656,Exit,-,NT-00324-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,39758,3/30/2022 11:20:00 AM,NT-00308-1656,Entry,1 L,NT-00323-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,39801,3/29/2022 5:00:00 PM,NT-00307-1656,Exit,-,NT-00322-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,39734,3/29/2022 11:05:00 AM,NT-00306-1656,Entry,1 S,NT-00321-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,39387,3/25/2022 5:00:00 PM,NT-00305-1656,Exit,-,NT-00320-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,39334,3/25/2022 2:10:00 PM,NT-00304-1656,Entry,1 L,NT-00319-1656,Long,$0.00,1,Backtest,,
YM MAR26,Sell,1,37703,3/10/2022 5:00:00 PM,NT-00303-1656,Exit,-,NT-00317-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,37407,3/10/2022 11:10:00 AM,NT-00302-1656,Entry,1 L,NT-00316-1656,Long,$0.00,1,Backtest,,
YM MAR26,Sell,1,37783,3/9/2022 5:00:00 PM,NT-00301-1656,Exit,-,NT-00315-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,37818,3/9/2022 11:35:00 AM,NT-00300-1656,Entry,1 L,NT-00314-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,37054,3/8/2022 5:00:00 PM,NT-00299-1656,Exit,-,NT-00313-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,37290,3/8/2022 11:05:00 AM,NT-00298-1656,Entry,1 S,NT-00312-1656,Short,$0.00,1,Backtest,,
YM MAR26,Buy,1,38062,3/4/2022 5:00:00 PM,NT-00297-1656,Exit,-,NT-00311-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,37901,3/4/2022 2:05:00 PM,NT-00296-1656,Entry,1 S,NT-00310-1656,Short,$0.00,1,Backtest,,
YM MAR26,Buy,1,38226,2/21/2022 1:00:00 PM,NT-00295-1656,Exit,-,NT-00309-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,38281,2/21/2022 12:10:00 PM,NT-00294-1656,Entry,1 S,NT-00308-1656,Short,$0.00,1,Backtest,,
YM MAR26,Buy,1,38546,2/18/2022 5:00:00 PM,NT-00293-1656,Exit,-,NT-00307-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,38664,2/18/2022 11:05:00 AM,NT-00292-1656,Entry,1 S,NT-00306-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,39396,2/15/2022 5:00:00 PM,NT-00291-1656,Exit,-,NT-00305-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,39349,2/15/2022 12:30:00 PM,NT-00290-1656,Entry,1 L,NT-00304-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,38989,2/14/2022 5:00:00 PM,NT-00289-1656,Exit,-,NT-00303-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,39065,2/14/2022 12:40:00 PM,NT-00288-1656,Entry,1 S,NT-00302-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,39538,2/7/2022 5:00:00 PM,NT-00287-1656,Exit,-,NT-00301-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,39567,2/7/2022 11:30:00 AM,NT-00286-1656,Entry,1 L,NT-00300-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,39768,2/1/2022 5:00:00 PM,NT-00285-1656,Exit,-,NT-00299-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,39523,2/1/2022 11:10:00 AM,NT-00284-1656,Entry,1 S,NT-00298-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,38809,1/28/2022 1:55:00 PM,NT-00283-1656,Exit,-,NT-00297-1656,PT,$0.00,1,Backtest,,
YM MAR26,Buy,1,38569,1/28/2022 11:20:00 AM,NT-00282-1656,Entry,1 L,NT-00296-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,38569,1/26/2022 5:00:00 PM,NT-00281-1656,Exit,-,NT-00295-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,38939,1/26/2022 2:15:00 PM,NT-00280-1656,Entry,1 S,NT-00294-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,40376,1/14/2022 5:00:00 PM,NT-00279-1656,Exit,-,NT-00293-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,40278,1/14/2022 11:50:00 AM,NT-00278-1656,Entry,1 L,NT-00292-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,40528,1/13/2022 5:00:00 PM,NT-00277-1656,Exit,-,NT-00291-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,40795,1/13/2022 12:15:00 PM,NT-00276-1656,Entry,1 S,NT-00290-1656,Short,$0.00,1,Backtest,,
YM MAR26,Buy,1,40706,1/12/2022 5:00:00 PM,NT-00275-1656,Exit,-,NT-00289-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,40731,1/12/2022 1:05:00 PM,NT-00274-1656,Entry,1 S,NT-00288-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,40785,12/31/2021 5:00:00 PM,NT-00273-1656,Exit,-,NT-00287-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,40782,12/31/2021 11:15:00 AM,NT-00272-1656,Entry,1 L,NT-00286-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,40814,12/30/2021 5:00:00 PM,NT-00271-1656,Exit,-,NT-00285-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,40940,12/30/2021 11:05:00 AM,NT-00270-1656,Entry,1 S,NT-00284-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,40807,12/28/2021 5:00:00 PM,NT-00269-1656,Exit,-,NT-00283-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,40770,12/28/2021 12:55:00 PM,NT-00268-1656,Entry,1 L,NT-00282-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,39990,12/14/2021 5:00:00 PM,NT-00267-1656,Exit,-,NT-00280-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,39931,12/14/2021 12:00:00 PM,NT-00266-1656,Entry,1 S,NT-00279-1656,Short,$0.00,1,Backtest,,
YM MAR26,Buy,1,39561,11/29/2021 5:00:00 PM,NT-00265-1656,Exit,-,NT-00278-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Sell,1,39619,11/29/2021 12:40:00 PM,NT-00264-1656,Entry,1 S,NT-00277-1656,Short,$0.00,1,Backtest,,
YM MAR26,Sell,1,40221,11/25/2021 1:00:00 PM,NT-00263-1656,Exit,-,NT-00276-1656,Exit on session close,$0.00,1,Backtest,,
YM MAR26,Buy,1,40225,11/25/2021 11:25:00 AM,NT-00262-1656,Entry,1 L,NT-00275-1656,Long,$0.00,1,Backtest,,
YM MAR26,Buy,1,40021,11/19/2021 5:00:00 PM,NT-00261-1656,Exit,-,NT-00274-1656,Exit on session close,$0.00,1,Backtest,,
