entry_ts,exit_ts,direction,pnl_ticks
2025-01-23 11:00:00 UTC,2025-01-23 11:10:00 UTC,long,-80.0
2025-01-23 11:20:00 UTC,2025-01-23 16:55:00 UTC,long,405.0
2025-01-24 11:00:00 UTC,2025-01-24 11:35:00 UTC,short,-80.0
2025-01-24 11:55:00 UTC,2025-01-24 12:55:00 UTC,short,240.0
2025-01-27 11:25:00 UTC,2025-01-27 11:30:00 UTC,short,-80.0
2025-01-27 11:40:00 UTC,2025-01-27 11:45:00 UTC,short,-80.0
2025-01-28 11:00:00 UTC,2025-01-28 11:05:00 UTC,long,730.0
2025-01-29 11:05:00 UTC,2025-01-29 11:25:00 UTC,short,-80.0
2025-01-29 11:35:00 UTC,2025-01-29 12:00:00 UTC,short,-80.0
2025-01-30 11:00:00 UTC,2025-01-30 11:05:00 UTC,short,471.0
2025-01-30 11:50:00 UTC,2025-01-30 11:55:00 UTC,short,-80.0
2025-01-31 11:00:00 UTC,2025-01-31 11:05:00 UTC,long,332.0
2025-01-31 12:05:00 UTC,2025-01-31 12:25:00 UTC,long,240.0
2025-02-03 11:00:00 UTC,2025-02-03 11:05:00 UTC,long,369.0
2025-02-04 11:00:00 UTC,2025-02-04 11:05:00 UTC,long,434.0
2025-02-04 12:30:00 UTC,2025-02-04 12:55:00 UTC,long,240.0
2025-02-05 11:00:00 UTC,2025-02-05 11:15:00 UTC,long,-80.0
2025-02-05 11:25:00 UTC,2025-02-05 11:35:00 UTC,long,240.0
2025-02-06 12:00:00 UTC,2025-02-06 12:05:00 UTC,short,-80.0
2025-02-06 12:50:00 UTC,2025-02-06 16:55:00 UTC,long,40.0
2025-02-07 11:00:00 UTC,2025-02-07 11:05:00 UTC,short,1078.0
2025-02-10 11:00:00 UTC,2025-02-10 11:05:00 UTC,long,270.0
2025-02-11 11:00:00 UTC,2025-02-11 11:55:00 UTC,long,-80.0
2025-02-11 12:05:00 UTC,2025-02-11 12:20:00 UTC,short,-80.0
2025-02-12 11:00:00 UTC,2025-02-12 11:10:00 UTC,long,-80.0
2025-02-12 11:35:00 UTC,2025-02-12 11:55:00 UTC,long,240.0
2025-02-13 11:00:00 UTC,2025-02-13 11:05:00 UTC,long,326.0
2025-02-13 11:55:00 UTC,2025-02-13 16:55:00 UTC,long,520.0
2025-02-14 11:00:00 UTC,2025-02-14 11:20:00 UTC,long,-80.0
2025-02-14 11:30:00 UTC,2025-02-14 11:35:00 UTC,long,-80.0
2025-02-17 11:00:00 UTC,2025-02-17 12:59:00 UTC,long,64.0
2025-02-18 12:10:00 UTC,2025-02-18 12:15:00 UTC,short,-80.0
2025-02-19 11:10:00 UTC,2025-02-19 16:55:00 UTC,long,1.0
2025-02-20 11:00:00 UTC,2025-02-20 11:10:00 UTC,short,-80.0
2025-02-20 11:20:00 UTC,2025-02-20 11:25:00 UTC,short,-80.0
2025-02-21 11:00:00 UTC,2025-02-21 11:05:00 UTC,short,416.0
2025-02-24 11:00:00 UTC,2025-02-24 11:05:00 UTC,short,409.0
2025-02-24 11:25:00 UTC,2025-02-24 11:45:00 UTC,short,-80.0
2025-02-25 11:00:00 UTC,2025-02-25 11:05:00 UTC,short,594.0
2025-02-25 12:35:00 UTC,2025-02-25 16:55:00 UTC,short,67.0
2025-02-26 11:00:00 UTC,2025-02-26 11:05:00 UTC,long,240.0
2025-02-26 12:40:00 UTC,2025-02-26 12:50:00 UTC,long,-80.0
2025-02-27 11:00:00 UTC,2025-02-27 11:10:00 UTC,short,-80.0
2025-02-27 11:25:00 UTC,2025-02-27 11:30:00 UTC,short,-80.0
2025-02-28 11:00:00 UTC,2025-02-28 11:05:00 UTC,long,414.0
2025-02-28 11:15:00 UTC,2025-02-28 11:20:00 UTC,long,240.0
2025-03-03 11:00:00 UTC,2025-03-03 11:05:00 UTC,short,-80.0
2025-03-03 11:15:00 UTC,2025-03-03 11:20:00 UTC,short,-80.0
2025-03-04 11:00:00 UTC,2025-03-04 11:05:00 UTC,short,328.0
2025-03-04 11:40:00 UTC,2025-03-04 11:45:00 UTC,short,-80.0
2025-03-05 11:10:00 UTC,2025-03-05 11:30:00 UTC,short,240.0
2025-03-05 11:55:00 UTC,2025-03-05 12:00:00 UTC,short,-80.0
2025-03-06 11:00:00 UTC,2025-03-06 11:05:00 UTC,long,429.0
2025-03-06 11:35:00 UTC,2025-03-06 11:45:00 UTC,long,-80.0
2025-03-07 11:00:00 UTC,2025-03-07 11:05:00 UTC,short,240.0
2025-03-07 12:45:00 UTC,2025-03-07 12:50:00 UTC,short,-80.0
2025-03-10 11:00:00 UTC,2025-03-10 11:05:00 UTC,short,706.0
2025-03-11 11:00:00 UTC,2025-03-11 11:05:00 UTC,short,-80.0
2025-03-11 12:00:00 UTC,2025-03-11 12:05:00 UTC,short,-80.0
2025-03-12 11:00:00 UTC,2025-03-12 11:05:00 UTC,short,785.0
2025-03-12 11:55:00 UTC,2025-03-12 12:05:00 UTC,short,-80.0
2025-03-13 11:05:00 UTC,2025-03-13 11:35:00 UTC,short,240.0
2025-03-13 12:40:00 UTC,2025-03-13 12:45:00 UTC,short,267.0
2025-03-14 11:00:00 UTC,2025-03-14 11:10:00 UTC,long,-80.0
2025-03-14 11:20:00 UTC,2025-03-14 11:35:00 UTC,long,240.0
2025-03-17 11:00:00 UTC,2025-03-17 11:05:00 UTC,short,240.0
2025-03-17 11:15:00 UTC,2025-03-17 11:30:00 UTC,short,240.0
2025-03-18 11:00:00 UTC,2025-03-18 11:05:00 UTC,short,240.0
2025-03-18 11:20:00 UTC,2025-03-18 11:35:00 UTC,short,-80.0
2025-03-19 11:05:00 UTC,2025-03-19 11:40:00 UTC,long,240.0
2025-03-20 11:00:00 UTC,2025-03-20 11:05:00 UTC,long,362.0
2025-03-20 12:25:00 UTC,2025-03-20 12:30:00 UTC,long,-80.0
2025-03-21 11:00:00 UTC,2025-03-21 11:20:00 UTC,long,-80.0
2025-03-21 11:30:00 UTC,2025-03-21 11:35:00 UTC,long,-80.0
2025-03-24 11:00:00 UTC,2025-03-24 16:55:00 UTC,long,126.0
2025-03-25 11:00:00 UTC,2025-03-25 11:05:00 UTC,long,240.0
2025-03-25 12:15:00 UTC,2025-03-25 16:55:00 UTC,long,337.0
2025-03-26 11:00:00 UTC,2025-03-26 11:05:00 UTC,short,240.0
2025-03-27 11:00:00 UTC,2025-03-27 11:05:00 UTC,long,371.0
2025-03-27 11:35:00 UTC,2025-03-27 11:40:00 UTC,long,-80.0
2025-03-28 11:00:00 UTC,2025-03-28 11:05:00 UTC,short,1137.0
2025-03-31 11:00:00 UTC,2025-03-31 11:05:00 UTC,long,252.0
2025-04-01 11:00:00 UTC,2025-04-01 11:05:00 UTC,long,240.0
2025-04-02 11:00:00 UTC,2025-04-02 11:20:00 UTC,long,240.0
2025-04-03 11:00:00 UTC,2025-04-03 11:05:00 UTC,short,631.0
2025-04-03 12:10:00 UTC,2025-04-03 12:15:00 UTC,short,-80.0
2025-04-04 11:00:00 UTC,2025-04-04 11:05:00 UTC,short,-80.0
2025-04-04 11:25:00 UTC,2025-04-04 11:30:00 UTC,short,254.0
2025-04-07 11:00:00 UTC,2025-04-07 11:05:00 UTC,long,2393.0
2025-04-08 11:10:00 UTC,2025-04-08 11:15:00 UTC,short,240.0
2025-04-08 11:35:00 UTC,2025-04-08 11:40:00 UTC,short,-80.0
2025-04-09 11:00:00 UTC,2025-04-09 11:05:00 UTC,short,-80.0
2025-04-09 12:55:00 UTC,2025-04-09 16:55:00 UTC,long,7123.0
2025-04-10 11:00:00 UTC,2025-04-10 11:05:00 UTC,short,338.0
2025-04-11 11:05:00 UTC,2025-04-11 11:10:00 UTC,short,-80.0
2025-04-11 11:20:00 UTC,2025-04-11 11:25:00 UTC,short,-80.0
2025-04-14 11:25:00 UTC,2025-04-14 11:30:00 UTC,short,240.0
2025-04-15 12:55:00 UTC,2025-04-15 16:55:00 UTC,short,145.0
2025-04-16 11:20:00 UTC,2025-04-16 11:40:00 UTC,long,-80.0
2025-04-17 11:00:00 UTC,2025-04-17 11:05:00 UTC,short,-80.0
2025-04-17 11:20:00 UTC,2025-04-17 11:35:00 UTC,short,-80.0
2025-04-21 11:00:00 UTC,2025-04-21 11:05:00 UTC,short,506.0
2025-04-22 11:00:00 UTC,2025-04-22 11:05:00 UTC,long,445.0
2025-04-23 11:20:00 UTC,2025-04-23 11:25:00 UTC,short,-80.0
2025-04-23 11:35:00 UTC,2025-04-23 11:40:00 UTC,short,-80.0
2025-04-24 11:00:00 UTC,2025-04-24 11:05:00 UTC,long,580.0
2025-04-25 11:05:00 UTC,2025-04-25 11:15:00 UTC,long,-80.0
2025-04-25 11:25:00 UTC,2025-04-25 11:30:00 UTC,long,-80.0
2025-04-28 11:00:00 UTC,2025-04-28 11:05:00 UTC,short,240.0
2025-04-29 11:00:00 UTC,2025-04-29 11:15:00 UTC,long,-80.0
2025-04-29 11:25:00 UTC,2025-04-29 11:30:00 UTC,long,-80.0
2025-04-30 11:00:00 UTC,2025-04-30 11:05:00 UTC,long,241.0
