month,pnl_usd
2025-01-01,39297.000000000124
2025-02-01,79121.99999999997
2025-03-01,74369.00000000009
2025-04-01,143928.9999999999
2025-05-01,42262.500000000124
2025-06-01,58006.999999999854
2025-07-01,59555.99999999991
2025-08-01,69546.99999999996
2025-09-01,46784.49999999995
2025-10-01,113193.50000000023
2025-11-01,53192.00000000001
2025-12-01,69243.50000000038
